Sub,Vehicle,task,Mental,Physical,Hurried,Successful,Work,Insecure,Intuitive,Complex
562,061b 2018 Lincoln Navigator Select L,SMSR_CS,4,4,3,17,5,6,18,4
562,061b 2018 Lincoln Navigator Select L,SuRT,17,16,17,12,16,18,7,17
562,061b 2018 Lincoln Navigator Select L,SMSR_V,4,4,5,17,8,4,6,5
562,061b 2018 Lincoln Navigator Select L,Single,14,11,1,18,16,1,21,2
562,061b 2018 Lincoln Navigator Select L,SMSS_V,9,7,6,15,8,6,17,4
554,062b 2018 Cadillac CT6 Premium Luxury,Nav_V,2,2,1,17,5,1,21,1
554,062b 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,2,2,2,17,2,1,21,1
554,062b 2018 Cadillac CT6 Premium Luxury,Nav_TS,10,5,5,10,16,1,21,1
554,062b 2018 Cadillac CT6 Premium Luxury,Single,1,1,1,19,1,1,21,1
554,062b 2018 Cadillac CT6 Premium Luxury,CD_V,1,1,1,20,1,1,21,1
555,062b 2018 Cadillac CT6 Premium Luxury,SuRT,5,1,1,17,5,1,21,1
554,062b 2018 Cadillac CT6 Premium Luxury,CD_TS,10,3,10,19,10,1,18,1
554,062b 2018 Cadillac CT6 Premium Luxury,nBack,5,1,10,16,10,1,21,15
554,062b 2018 Cadillac CT6 Premium Luxury,Audio_V,1,1,1,19,3,1,21,1
554,062b 2018 Cadillac CT6 Premium Luxury,Audio_TS,10,5,1,11,11,1,17,17
227,061a 2018 Lincoln Navigator Select L,SMSS_V,14,3,4,13,14,11,11,16
227,061a 2018 Lincoln Navigator Select L,Single,1,3,5,17,5,6,17,1
227,061a 2018 Lincoln Navigator Select L,SMSR_V,6,8,7,3,5,6,8,2
227,061a 2018 Lincoln Navigator Select L,SuRT,1,2,1,3,1,4,3,3
227,061a 2018 Lincoln Navigator Select L,SMSR_CS,4,4,4,18,19,6,18,7
227,061a 2018 Lincoln Navigator Select L,nBack,11,20,13,4,15,13,5,18
227,061a 2018 Lincoln Navigator Select L,Nav_V,4,6,6,18,11,14,15,5
227,061a 2018 Lincoln Navigator Select L,Audio_CS,4,3,7,19,11,4,4,11
227,061a 2018 Lincoln Navigator Select L,Nav_CS,5,5,1,16,8,3,10,10
227,061a 2018 Lincoln Navigator Select L,Audio_V,6,8,10,12,9,7,7,6
227,061a 2018 Lincoln Navigator Select L,CD_V,2,4,4,21,4,5,11,5
227,061a 2018 Lincoln Navigator Select L,CD_CS,5,7,6,18,7,11,3,20
560,061b 2018 Lincoln Navigator Select L,CD_V,21,2,11,13,21,11,14,8
560,061b 2018 Lincoln Navigator Select L,Nav_CS,21,16,11,8,21,16,16,16
560,061b 2018 Lincoln Navigator Select L,CD_CS,21,21,11,16,21,18,9,1
560,061b 2018 Lincoln Navigator Select L,Nav_V,17,6,4,17,15,3,18,3
560,061b 2018 Lincoln Navigator Select L,Audio_V,17,2,10,17,12,5,21,1
560,061b 2018 Lincoln Navigator Select L,SMSR_V,15,20,11,16,17,8,17,5
560,061b 2018 Lincoln Navigator Select L,Audio_CS,18,13,3,18,13,10,7,11
560,061b 2018 Lincoln Navigator Select L,SMSR_V,19,3,4,17,15,11,11,18
560,061b 2018 Lincoln Navigator Select L,nBack,21,4,11,4,21,21,21,1
560,061b 2018 Lincoln Navigator Select L,SMSS_V,10,5,4,17,10,3,19,3
560,061b 2018 Lincoln Navigator Select L,SuRT,10,18,15,18,16,5,21,1
560,061b 2018 Lincoln Navigator Select L,Single,14,4,10,14,14,5,21,3
260,062a 2018 Cadillac CT6 Premium Luxury,Nav_TS,17,6,12,13,17,14,9,5
260,062a 2018 Cadillac CT6 Premium Luxury,Nav_V,10,3,6,17,16,6,13,8
260,062a 2018 Cadillac CT6 Premium Luxury,CD_V,4,3,4,19,13,4,21,1
260,062a 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,5,4,4,18,9,3,18,1
260,062a 2018 Cadillac CT6 Premium Luxury,CD_TS,14,8,12,10,17,16,11,4
260,062a 2018 Cadillac CT6 Premium Luxury,Single,4,4,2,20,7,4,21,1
260,062a 2018 Cadillac CT6 Premium Luxury,Audio_V,12,3,3,16,14,6,18,1
260,062a 2018 Cadillac CT6 Premium Luxury,SuRT,16,16,9,8,18,14,10,10
260,062a 2018 Cadillac CT6 Premium Luxury,Audio_TS,19,14,7,5,19,17,5,16
260,062a 2018 Cadillac CT6 Premium Luxury,nBack,21,6,19,2,21,21,10,10
532,062b 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,12,2,8,18,8,8,18,8
532,062b 2018 Cadillac CT6 Premium Luxury,Single,3,1,3,19,4,4,20,2
532,062b 2018 Cadillac CT6 Premium Luxury,Nav_V,16,2,12,12,14,12,16,15
532,062b 2018 Cadillac CT6 Premium Luxury,SuRT,14,2,14,11,16,15,20,16
532,062b 2018 Cadillac CT6 Premium Luxury,Nav_TS,18,2,15,12,17,18,16,14
532,062b 2018 Cadillac CT6 Premium Luxury,nBack,19,3,8,14,18,14,14,10
532,062b 2018 Cadillac CT6 Premium Luxury,CD_V,10,2,8,18,10,14,19,8
532,062b 2018 Cadillac CT6 Premium Luxury,Audio_TS,8,1,8,18,8,10,18,8
532,062b 2018 Cadillac CT6 Premium Luxury,CD_TS,14,2,12,14,12,12,18,10
532,062b 2018 Cadillac CT6 Premium Luxury,Audio_V,8,2,10,18,14,8,19,6
258,060a 2018 Audi A6 Premium,Audio_V,19,18,12,15,20,20,2,19
258,060a 2018 Audi A6 Premium,CD_CC,20,20,16,15,21,19,5,15
258,060a 2018 Audi A6 Premium,Audio_CC,17,18,19,19,19,17,4,15
258,060a 2018 Audi A6 Premium,CD_V,10,5,13,20,7,5,17,5
258,060a 2018 Audi A6 Premium,nBack,21,10,19,4,18,17,6,18
258,060a 2018 Audi A6 Premium,Nav_CC,13,10,10,17,15,9,7,14
258,060a 2018 Audi A6 Premium,SuRT,19,12,16,18,18,10,19,4
258,060a 2018 Audi A6 Premium,Nav_V,6,6,10,15,10,13,10,10
258,060a 2018 Audi A6 Premium,Single,8,6,6,13,14,9,16,8
258,060a 2018 Audi A6 Premium,SMSRS_CC,17,10,16,13,14,13,6,15
258,060a 2018 Audi A6 Premium,SMSRS_V,6,5,10,18,12,10,3,15
559,060b 2018 Audi A6 Premium,SuRT,4,5,7,18,5,7,20,3
559,060b 2018 Audi A6 Premium,nBack,18,14,11,16,15,11,12,14
559,060b 2018 Audi A6 Premium,Single,2,2,2,19,6,2,19,2
559,060b 2018 Audi A6 Premium,Audio_CC,21,20,17,2,21,21,8,19
559,060b 2018 Audi A6 Premium,SMSRS_V,15,15,12,19,15,12,16,13
559,060b 2018 Audi A6 Premium,Audio_V,12,11,11,16,14,10,15,13
559,060b 2018 Audi A6 Premium,SMSRS_CC,15,15,10,16,17,17,8,13
559,060b 2018 Audi A6 Premium,CD_CC,12,13,13,15,16,11,15,13
559,060b 2018 Audi A6 Premium,Nav_V,6,6,6,20,5,5,19,5
559,060b 2018 Audi A6 Premium,CD_V,4,5,4,21,5,5,18,5
559,060b 2018 Audi A6 Premium,Nav_CC,7,8,8,17,12,10,15,11
532,061b 2018 Lincoln Navigator Select L,Nav_CS,13,2,16,19,10,12,19,8
532,061b 2018 Lincoln Navigator Select L,Nav_V,10,1,12,18,10,12,20,4
532,061b 2018 Lincoln Navigator Select L,CD_V,8,1,8,16,4,6,20,4
532,061b 2018 Lincoln Navigator Select L,SMSR_CS,9,2,10,15,10,12,18,6
532,061b 2018 Lincoln Navigator Select L,CD_CS,16,2,14,16,16,14,18,9
532,061b 2018 Lincoln Navigator Select L,SMSR_V,12,1,10,16,8,10,18,4
532,061b 2018 Lincoln Navigator Select L,Audio_V,6,2,6,18,4,6,20,4
532,061b 2018 Lincoln Navigator Select L,SMSS_V,12,1,14,15,12,12,20,5
532,061b 2018 Lincoln Navigator Select L,Audio_CS,16,3,16,12,18,18,6,16
532,061b 2018 Lincoln Navigator Select L,Single,3,1,2,18,4,3,20,3
532,061b 2018 Lincoln Navigator Select L,nBack,14,1,6,12,14,16,6,5
532,061b 2018 Lincoln Navigator Select L,SuRT,18,3,18,14,16,14,15,10
516,061b 2018 Lincoln Navigator Select L,Nav_V,5,3,3,18,6,4,14,3
516,061b 2018 Lincoln Navigator Select L,SMSR_CS,6,7,3,17,7,6,18,2
516,061b 2018 Lincoln Navigator Select L,Nav_CS,4,6,3,17,7,6,13,8
516,061b 2018 Lincoln Navigator Select L,SMSR_V,2,3,4,20,5,5,18,4
516,061b 2018 Lincoln Navigator Select L,CD_V,3,6,3,11,9,15,15,3
516,061b 2018 Lincoln Navigator Select L,SMSS_V,2,3,3,20,3,3,8,6
516,061b 2018 Lincoln Navigator Select L,CD_CS,3,11,5,13,11,11,18,6
516,061b 2018 Lincoln Navigator Select L,Single,1,2,3,20,2,2,21,2
516,061b 2018 Lincoln Navigator Select L,Audio_V,3,3,2,12,12,8,13,7
516,061b 2018 Lincoln Navigator Select L,SuRT,2,6,3,15,7,7,21,4
516,061b 2018 Lincoln Navigator Select L,Audio_CS,5,9,4,11,12,11,14,11
516,061b 2018 Lincoln Navigator Select L,nBack,18,2,4,8,17,10,19,19
564,062b 2018 Cadillac CT6 Premium Luxury,Single,11,5,7,8,11,10,7,7
564,062b 2018 Cadillac CT6 Premium Luxury,SuRT,12,6,11,7,10,11,9,8
564,062b 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,11,8,12,8,8,10,11,10
564,062b 2018 Cadillac CT6 Premium Luxury,nBack,12,7,11,9,9,9,9,13
564,062b 2018 Cadillac CT6 Premium Luxury,Nav_V,13,9,11,9,10,9,10,13
564,062b 2018 Cadillac CT6 Premium Luxury,Audio_TS,14,14,14,9,15,14,6,15
564,062b 2018 Cadillac CT6 Premium Luxury,Nav_TS,8,8,11,10,10,12,10,11
564,062b 2018 Cadillac CT6 Premium Luxury,Audio_V,8,5,8,8,9,9,10,8
564,062b 2018 Cadillac CT6 Premium Luxury,CD_V,9,4,12,10,8,9,12,8
564,062b 2018 Cadillac CT6 Premium Luxury,CD_TS,10,9,10,9,9,10,9,11
513,062b 2018 Cadillac CT6 Premium Luxury,SuRT,21,19,14,10,18,13,15,7
513,062b 2018 Cadillac CT6 Premium Luxury,nBack,20,14,10,8,20,15,10,6
513,062b 2018 Cadillac CT6 Premium Luxury,Single,13,10,5,14,12,5,15,5
513,062b 2018 Cadillac CT6 Premium Luxury,Audio_TS,21,21,11,7,21,21,5,17
513,062b 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,15,16,10,14,15,10,12,9
513,062b 2018 Cadillac CT6 Premium Luxury,Audio_V,12,5,5,12,13,8,16,8
513,062b 2018 Cadillac CT6 Premium Luxury,CD_TS,14,5,5,10,14,8,10,8
513,062b 2018 Cadillac CT6 Premium Luxury,Nav_V,20,20,10,8,21,16,8,16
513,062b 2018 Cadillac CT6 Premium Luxury,Nav_TS,18,17,8,8,17,20,9,16
513,062b 2018 Cadillac CT6 Premium Luxury,CD_V,13,5,5,19,8,5,16,5
232,060a 2018 Audi A6 Premium,CD_CC,14,18,13,10,12,10,7,17
232,060a 2018 Audi A6 Premium,CD_V,5,8,6,14,6,5,18,4
232,060a 2018 Audi A6 Premium,Audio_V,13,16,11,9,16,10,7,15
232,060a 2018 Audi A6 Premium,Nav_CC,16,18,18,11,17,13,6,17
232,060a 2018 Audi A6 Premium,Audio_CC,16,14,9,16,14,7,10,10
232,060a 2018 Audi A6 Premium,Nav_V,8,6,7,15,8,5,16,6
232,060a 2018 Audi A6 Premium,nBack,16,10,14,9,15,9,10,10
232,060a 2018 Audi A6 Premium,SMSRS_CC,15,18,16,10,13,12,8,12
232,060a 2018 Audi A6 Premium,SuRT,15,18,15,13,17,7,15,5
232,060a 2018 Audi A6 Premium,SMSRS_V,19,7,13,6,16,16,2,19
232,060a 2018 Audi A6 Premium,Single,5,7,3,19,7,6,17,5
255,060a 2018 Audi A6 Premium,CD_V,12,3,8,16,12,8,16,4
255,060a 2018 Audi A6 Premium,Nav_CC,18,5,13,15,18,2,14,7
255,060a 2018 Audi A6 Premium,CD_CC,14,5,9,19,15,5,18,3
255,060a 2018 Audi A6 Premium,Nav_V,10,1,6,18,12,2,20,3
255,060a 2018 Audi A6 Premium,Audio_V,18,1,14,6,16,18,8,14
255,060a 2018 Audi A6 Premium,SMSRS_CC,6,7,8,21,8,1,20,2
255,060a 2018 Audi A6 Premium,Audio_CC,12,2,4,16,8,2,18,1
255,060a 2018 Audi A6 Premium,SMSRS_V,17,12,9,15,10,5,8,8
254,060a 2018 Audi A6 Premium,nBack,21,1,20,14,16,4,10,10
255,060a 2018 Audi A6 Premium,Single,12,2,3,19,10,2,10,10
255,060a 2018 Audi A6 Premium,SuRT,21,12,18,20,18,2,10,10
553,061b 2018 Lincoln Navigator Select L,SMSR_V,8,4,3,17,10,6,15,9
553,061b 2018 Lincoln Navigator Select L,SMSS_V,8,8,9,12,8,10,16,7
553,061b 2018 Lincoln Navigator Select L,Single,4,4,4,15,8,5,17,3
553,061b 2018 Lincoln Navigator Select L,Nav_V,5,5,3,14,5,3,16,4
553,061b 2018 Lincoln Navigator Select L,SuRT,7,9,7,18,13,6,5,10
553,061b 2018 Lincoln Navigator Select L,Nav_CS,7,8,6,9,8,6,14,6
553,061b 2018 Lincoln Navigator Select L,nBack,4,3,7,12,5,7,4,4
553,061b 2018 Lincoln Navigator Select L,CD_V,6,5,4,13,11,6,16,6
553,061b 2018 Lincoln Navigator Select L,Audio_CS,18,18,14,9,18,18,10,13
553,061b 2018 Lincoln Navigator Select L,CD_CS,7,7,6,11,10,6,15,6
553,061b 2018 Lincoln Navigator Select L,Audio_V,5,5,5,15,5,5,16,5
556,061b 2018 Lincoln Navigator Select L,Single,7,1,5,15,8,6,16,3
556,061b 2018 Lincoln Navigator Select L,SuRT,6,6,7,15,10,6,14,11
556,061b 2018 Lincoln Navigator Select L,SMSS_V,8,6,8,14,13,8,16,9
556,061b 2018 Lincoln Navigator Select L,nBack,18,4,12,8,13,13,17,17
556,061b 2018 Lincoln Navigator Select L,SMSR_V,8,5,5,15,14,10,10,7
556,061b 2018 Lincoln Navigator Select L,Audio_CS,8,6,8,14,10,8,17,7
556,061b 2018 Lincoln Navigator Select L,SMSR_CS,5,10,7,12,16,15,10,7
556,061b 2018 Lincoln Navigator Select L,Audio_V,8,5,6,10,10,7,14,9
556,061b 2018 Lincoln Navigator Select L,Nav_V,6,4,5,16,6,5,17,4
556,061b 2018 Lincoln Navigator Select L,CD_CS,5,14,6,13,13,12,17,8
556,061b 2018 Lincoln Navigator Select L,Nav_CS,8,6,10,8,16,16,10,15
556,061b 2018 Lincoln Navigator Select L,CD_V,5,6,16,17,10,8,15,7
240,062a 2018 Cadillac CT6 Premium Luxury,Nav_V,1,1,1,19,1,1,21,1
240,062a 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,3,3,3,15,4,2,15,2
240,062a 2018 Cadillac CT6 Premium Luxury,Nav_TS,6,4,2,14,4,3,18,2
240,062a 2018 Cadillac CT6 Premium Luxury,Single,1,1,1,20,1,1,21,1
240,062a 2018 Cadillac CT6 Premium Luxury,CD_V,2,1,1,20,1,1,21,1
240,062a 2018 Cadillac CT6 Premium Luxury,SuRT,4,5,6,15,10,3,18,1
240,062a 2018 Cadillac CT6 Premium Luxury,CD_TS,3,3,3,17,3,2,16,2
240,062a 2018 Cadillac CT6 Premium Luxury,nBack,5,1,1,17,1,1,19,2
240,062a 2018 Cadillac CT6 Premium Luxury,Audio_V,1,1,1,21,1,1,21,1
240,062a 2018 Cadillac CT6 Premium Luxury,Audio_TS,4,3,2,16,6,2,16,5
541,062b 2018 Cadillac CT6 Premium Luxury,nBack,12,8,6,10,14,8,14,8
541,062b 2018 Cadillac CT6 Premium Luxury,Audio_TS,10,6,6,12,12,12,14,6
541,062b 2018 Cadillac CT6 Premium Luxury,SuRT,6,10,6,12,14,6,14,6
541,062b 2018 Cadillac CT6 Premium Luxury,Audio_V,4,4,4,16,6,4,18,4
541,062b 2018 Cadillac CT6 Premium Luxury,Single,4,4,4,16,4,4,18,4
541,062b 2018 Cadillac CT6 Premium Luxury,CD_TS,8,10,6,10,12,6,12,6
541,062b 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,6,6,6,8,8,6,10,10
541,062b 2018 Cadillac CT6 Premium Luxury,CD_V,6,6,4,10,6,4,13,12
541,062b 2018 Cadillac CT6 Premium Luxury,Nav_V,6,4,4,8,6,6,12,6
541,062b 2018 Cadillac CT6 Premium Luxury,Nav_TS,6,6,4,8,12,6,12,6
243,060a 2018 Audi A6 Premium,Nav_CC,10,4,4,6,11,12,12,8
243,060a 2018 Audi A6 Premium,Nav_V,4,2,6,14,6,5,13,7
243,060a 2018 Audi A6 Premium,CD_V,4,3,2,15,8,4,11,7
243,060a 2018 Audi A6 Premium,SMSRS_CC,6,4,7,11,7,5,10,8
243,060a 2018 Audi A6 Premium,CD_CC,8,4,4,18,7,5,13,8
243,060a 2018 Audi A6 Premium,SMSRS_V,5,3,5,17,7,4,13,5
243,060a 2018 Audi A6 Premium,Audio_V,7,3,5,15,9,6,11,7
243,060a 2018 Audi A6 Premium,Single,3,2,1,19,7,3,16,4
243,060a 2018 Audi A6 Premium,Audio_CC,13,6,8,12,13,8,11,7
243,060a 2018 Audi A6 Premium,SuRT,15,4,8,9,13,12,14,6
243,060a 2018 Audi A6 Premium,nBack,4,2,4,17,6,4,16,4
251,060a 2018 Audi A6 Premium,Nav_V,10,14,14,12,10,14,18,4
251,060a 2018 Audi A6 Premium,SMSRS_CC,12,12,12,10,12,10,10,8
251,060a 2018 Audi A6 Premium,Nav_CC,17,17,17,5,12,15,4,4
251,060a 2018 Audi A6 Premium,SMSRS_V,10,12,12,10,12,15,9,6
251,060a 2018 Audi A6 Premium,CD_V,7,4,5,14,10,10,14,10
251,060a 2018 Audi A6 Premium,Single,1,5,2,18,4,1,3,1
251,060a 2018 Audi A6 Premium,CD_CC,8,14,10,13,13,12,10,10
251,060a 2018 Audi A6 Premium,SuRT,18,18,18,6,15,15,18,18
251,060a 2018 Audi A6 Premium,Audio_V,5,5,10,3,10,10,10,15
251,060a 2018 Audi A6 Premium,nBack,21,10,21,1,10,21,1,21
251,060a 2018 Audi A6 Premium,Audio_CC,15,15,10,10,12,12,5,14
213,061a 2018 Lincoln Navigator Select L,SuRT,11,8,13,18,6,3,21,1
213,061a 2018 Lincoln Navigator Select L,nBack,16,3,14,14,16,12,19,2
213,061a 2018 Lincoln Navigator Select L,Single,1,1,1,20,1,1,21,1
213,061a 2018 Lincoln Navigator Select L,Audio_CS,14,8,6,12,16,16,6,8
213,061a 2018 Lincoln Navigator Select L,SMSS_V,4,1,5,20,2,2,18,5
213,061a 2018 Lincoln Navigator Select L,Audio_V,2,1,2,20,2,2,20,1
213,061a 2018 Lincoln Navigator Select L,SMSR_V,3,2,5,19,2,1,20,2
213,061a 2018 Lincoln Navigator Select L,CD_CS,12,14,10,18,12,7,14,6
213,061a 2018 Lincoln Navigator Select L,SMSR_CS,4,7,4,20,11,3,18,2
213,061a 2018 Lincoln Navigator Select L,CD_V,3,2,7,19,2,3,20,1
213,061a 2018 Lincoln Navigator Select L,Nav_V,3,1,4,19,4,3,18,4
213,061a 2018 Lincoln Navigator Select L,Nav_CS,14,14,12,17,14,12,14,12
225,061a 2018 Lincoln Navigator Select L,nBack,19,5,14,15,20,15,7,14
225,061a 2018 Lincoln Navigator Select L,Audio_CS,11,17,10,13,12,6,15,10
225,061a 2018 Lincoln Navigator Select L,SuRT,6,6,8,16,10,6,15,6
225,061a 2018 Lincoln Navigator Select L,Audio_V,1,1,2,21,2,2,21,1
225,061a 2018 Lincoln Navigator Select L,Single,1,3,2,20,3,2,21,2
225,061a 2018 Lincoln Navigator Select L,CD_CS,6,18,13,15,12,13,6,5
225,061a 2018 Lincoln Navigator Select L,SMSS_V,4,8,6,18,6,5,18,2
225,061a 2018 Lincoln Navigator Select L,CD_V,4,3,3,20,3,3,20,3
225,061a 2018 Lincoln Navigator Select L,SMSR_V,2,1,4,20,4,3,20,2
225,061a 2018 Lincoln Navigator Select L,Nav_CS,4,12,5,19,8,4,17,6
225,061a 2018 Lincoln Navigator Select L,SMSR_CS,4,5,4,21,5,3,17,4
225,061a 2018 Lincoln Navigator Select L,Nav_V,1,2,2,19,2,2,21,2
553,061b 2018 Lincoln Navigator Select L,SMSR_CS,8,6,6,10,6,6,15,6
252,062a 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,8,2,5,7,7,8,5,10
252,062a 2018 Cadillac CT6 Premium Luxury,Single,5,2,3,12,6,6,20,2
252,062a 2018 Cadillac CT6 Premium Luxury,Nav_V,18,4,10,11,13,14,9,13
252,062a 2018 Cadillac CT6 Premium Luxury,SuRT,5,3,11,11,7,11,19,2
252,062a 2018 Cadillac CT6 Premium Luxury,Nav_TS,13,2,8,14,12,15,7,8
252,062a 2018 Cadillac CT6 Premium Luxury,nBack,21,1,17,4,17,19,20,2
252,062a 2018 Cadillac CT6 Premium Luxury,CD_V,7,2,4,13,4,8,14,5
252,062a 2018 Cadillac CT6 Premium Luxury,Audio_TS,8,2,7,13,8,7,7,14
252,062a 2018 Cadillac CT6 Premium Luxury,CD_TS,5,2,5,19,5,8,16,5
252,062a 2018 Cadillac CT6 Premium Luxury,Audio_V,2,3,5,11,3,7,19,4
249,062a 2018 Cadillac CT6 Premium Luxury,Single,10,6,8,14,12,8,12,11
249,062a 2018 Cadillac CT6 Premium Luxury,SuRT,14,10,14,12,15,14,9,13
249,062a 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,14,12,12,8,14,10,14,7
249,062a 2018 Cadillac CT6 Premium Luxury,nBack,17,8,15,3,17,16,10,14
249,062a 2018 Cadillac CT6 Premium Luxury,Nav_V,13,8,13,6,15,10,13,8
249,062a 2018 Cadillac CT6 Premium Luxury,Audio_TS,14,17,12,6,17,14,12,11
249,062a 2018 Cadillac CT6 Premium Luxury,Nav_TS,13,16,14,7,17,13,15,9
249,062a 2018 Cadillac CT6 Premium Luxury,Audio_V,8,10,11,12,13,6,18,3
249,062a 2018 Cadillac CT6 Premium Luxury,CD_V,8,7,8,10,13,5,19,2
249,062a 2018 Cadillac CT6 Premium Luxury,CD_TS,13,14,6,6,15,9,15,7
192,062a 2018 Cadillac CT6 Premium Luxury,SuRT,15,12,12,15,15,5,15,5
192,062a 2018 Cadillac CT6 Premium Luxury,nBack,17,12,17,11,17,7,12,8
192,062a 2018 Cadillac CT6 Premium Luxury,Single,10,10,8,18,10,4,15,4
192,062a 2018 Cadillac CT6 Premium Luxury,Audio_TS,15,15,12,18,12,5,12,7
192,062a 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,12,12,10,18,10,6,15,4
192,062a 2018 Cadillac CT6 Premium Luxury,Audio_V,8,6,6,18,10,3,19,3
192,062a 2018 Cadillac CT6 Premium Luxury,Nav_V,13,12,15,13,15,6,12,8
192,062a 2018 Cadillac CT6 Premium Luxury,CD_TS,15,15,12,13,16,7,5,15
192,062a 2018 Cadillac CT6 Premium Luxury,Nav_TS,12,12,8,19,8,3,17,5
192,062a 2018 Cadillac CT6 Premium Luxury,CD_V,4,4,5,20,5,4,4,4
519,062b 2018 Cadillac CT6 Premium Luxury,Audio_TS,21,21,20,15,10,17,6,5
519,062b 2018 Cadillac CT6 Premium Luxury,Audio_V,1,1,2,20,1,1,21,1
519,062b 2018 Cadillac CT6 Premium Luxury,nBack,3,1,3,20,14,1,20,1
519,062b 2018 Cadillac CT6 Premium Luxury,CD_TS,21,20,19,6,18,16,21,5
519,062b 2018 Cadillac CT6 Premium Luxury,SuRT,18,1,18,13,15,1,21,15
519,062b 2018 Cadillac CT6 Premium Luxury,CD_V,2,1,1,21,2,1,21,1
519,062b 2018 Cadillac CT6 Premium Luxury,Single,1,1,1,20,1,1,21,1
519,062b 2018 Cadillac CT6 Premium Luxury,Nav_TS,15,19,18,20,19,9,18,9
519,062b 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,7,18,18,19,18,9,18,4
519,062b 2018 Cadillac CT6 Premium Luxury,Nav_V,13,3,16,7,16,13,19,7
215,062a 2018 Cadillac CT6 Premium Luxury,nBack,18,2,4,17,19,19,21,1
215,062a 2018 Cadillac CT6 Premium Luxury,Audio_TS,19,6,4,19,16,15,12,8
215,062a 2018 Cadillac CT6 Premium Luxury,SuRT,19,4,4,20,16,3,20,1
215,062a 2018 Cadillac CT6 Premium Luxury,Audio_V,6,2,3,20,2,2,20,2
215,062a 2018 Cadillac CT6 Premium Luxury,Single,1,2,1,20,2,1,21,1
215,062a 2018 Cadillac CT6 Premium Luxury,CD_TS,6,6,4,19,15,7,16,6
215,062a 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,6,3,2,19,14,4,18,2
215,062a 2018 Cadillac CT6 Premium Luxury,CD_V,2,1,3,20,9,2,21,2
215,062a 2018 Cadillac CT6 Premium Luxury,Nav_V,2,2,2,20,6,3,18,3
215,062a 2018 Cadillac CT6 Premium Luxury,Nav_TS,8,4,4,20,14,3,9,9
260,060a 2018 Audi A6 Premium,SMSRS_CC,8,8,7,12,15,9,7,5
260,060a 2018 Audi A6 Premium,SMSRS_V,15,4,8,10,14,8,4,13
260,060a 2018 Audi A6 Premium,Nav_V,3,2,6,18,11,5,18,3
260,060a 2018 Audi A6 Premium,Single,4,4,1,19,5,1,10,10
260,060a 2018 Audi A6 Premium,Nav_CC,21,21,15,4,18,16,3,8
260,060a 2018 Audi A6 Premium,SuRT,14,14,12,12,17,6,10,10
260,060a 2018 Audi A6 Premium,CD_V,5,5,4,17,13,2,15,4
260,060a 2018 Audi A6 Premium,nBack,19,2,7,14,19,13,10,10
260,060a 2018 Audi A6 Premium,CD_CC,17,17,13,15,19,15,15,6
260,060a 2018 Audi A6 Premium,Audio_CC,19,17,11,5,17,17,6,10
260,060a 2018 Audi A6 Premium,Audio_V,14,4,15,11,15,14,6,12
242,062a 2018 Cadillac CT6 Premium Luxury,Audio_TS,7,10,7,17,7,7,17,7
242,062a 2018 Cadillac CT6 Premium Luxury,Audio_V,5,5,5,17,5,5,11,5
242,062a 2018 Cadillac CT6 Premium Luxury,nBack,15,7,11,13,13,9,11,5
242,062a 2018 Cadillac CT6 Premium Luxury,CD_TS,15,11,7,17,9,5,17,3
242,062a 2018 Cadillac CT6 Premium Luxury,SuRT,17,11,7,17,13,3,7,12
242,062a 2018 Cadillac CT6 Premium Luxury,CD_V,7,4,3,17,6,3,17,3
242,062a 2018 Cadillac CT6 Premium Luxury,Single,3,6,4,7,3,3,15,4
242,062a 2018 Cadillac CT6 Premium Luxury,Nav_TS,16,7,10,4,6,5,6,11
242,062a 2018 Cadillac CT6 Premium Luxury,SMSRS_TS,7,5,11,7,7,3,15,6
242,062a 2018 Cadillac CT6 Premium Luxury,Nav_V,5,3,4,19,2,4,17,3
228,060a 2018 Audi A6 Premium,SMSRS_V,3,1,2,19,2,2,16,16
228,060a 2018 Audi A6 Premium,Single,1,1,1,20,1,1,21,1
228,060a 2018 Audi A6 Premium,SMSRS_CC,1,3,2,21,3,1,19,2
228,060a 2018 Audi A6 Premium,SuRT,4,6,1,17,5,1,20,1
228,060a 2018 Audi A6 Premium,Nav_V,1,1,1,21,1,1,21,1
228,060a 2018 Audi A6 Premium,nBack,21,5,7,3,21,15,4,15
228,060a 2018 Audi A6 Premium,Nav_CC,1,7,1,2,9,3,2,8
228,060a 2018 Audi A6 Premium,Audio_CC,1,2,1,21,2,1,2,1
228,060a 2018 Audi A6 Premium,CD_V,1,1,1,21,1,1,21,1
228,060a 2018 Audi A6 Premium,Audio_V,6,1,1,14,3,3,10,10
228,060a 2018 Audi A6 Premium,CD_CC,1,3,1,21,3,1,19,1
